equipo_id,codigo_inventario,numero_serie,nombre_equipo,clase_funcional,marca,modelo,clase_riesgo,criticidad,fecha_adquisicion,costo_adquisicion,vida_util_anios,modalidad_propiedad,fecha_vencimiento_garantia,bajo_plan_mantenimiento,estrategia_mantenimiento,estado_actual
542,EQ-00542,SN-0542-24907018,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-638,I,Media,2022-04-06,3989000.0,11,Propio,2023-07-11,True,Interno,Bueno
543,EQ-00543,SN-0543-65419531,Centrífuga,Laboratorio,Thermo Fisher Scientific,TH-800,I,Alta,2010-06-21,2948000.0,13,Propio,,True,Interno,Bueno
544,EQ-00544,SN-0544-17105202,Tallímetro,Apoyo a diagnóstico,SECA,SE-118,I,Baja,2010-07-04,247000.0,13,Propio,2012-05-01,True,Interno,Bueno
545,EQ-00545,SN-0545-98063122,Monitor multiparámetro,Monitoreo,Bionet,BI-248,III,Alta,2020-06-05,3152000.0,13,Propio,,False,Contrato,Bueno
546,EQ-00546,SN-0546-89517910,Doppler fetal,Apoyo a diagnóstico,Huntleigh,HU-962,II,Baja,2026-06-25,576000.0,12,Propio,2027-06-29,False,Contrato,Bueno
547,EQ-00547,SN-0547-82893652,Espirómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-989,II,Baja,2015-04-24,2201000.0,12,Propio,,True,Contrato,Bueno
548,EQ-00548,SN-0548-86109289,Compresor dental,Odontología,W&H,WH-971,I,Media,2014-08-01,2782000.0,7,Arriendo,,False,Externo,Bueno
549,EQ-00549,SN-0549-93811341,Desfibrilador,Soporte vital,Philips,PH-315,III,Alta,2015-04-23,5501000.0,12,Propio,2016-10-10,True,Externo,Bueno
550,EQ-00550,SN-0550-34308979,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-692,I,Baja,2022-11-08,959000.0,14,Propio,2024-03-07,True,Contrato,Bueno
551,EQ-00551,SN-0551-84442994,Monitor multiparámetro,Monitoreo,Nihon Kohden,NI-555,III,Alta,2019-10-16,3376000.0,9,Propio,2022-02-04,True,Interno,Bueno
552,EQ-00552,SN-0552-46885454,Selladora térmica,Esterilización,Matachana,MA-990,I,Alta,2020-01-19,1981000.0,10,Propio,2022-09-17,False,Interno,Bueno
553,EQ-00553,SN-0553-80529869,Ventilador neonatal,Neonatología,SLE,SL-121,III,Media,2020-08-31,32379000.0,14,Propio,2022-08-26,True,Interno,Bueno
554,EQ-00554,SN-0554-31342371,Esfigmomanómetro,Apoyo a diagnóstico,Riester,RI-208,II,Media,2024-09-23,223000.0,9,Propio,2026-06-25,True,Interno,Bueno
555,EQ-00555,SN-0555-32263056,Balanza clínica,Apoyo a diagnóstico,SECA,SE-971,I,Baja,2010-12-29,649000.0,15,Propio,2012-01-31,False,Interno,Bueno
556,EQ-00556,SN-0556-12334460,Tallímetro,Apoyo a diagnóstico,Gima,GI-299,I,Baja,2025-03-30,300000.0,11,Propio,,True,Interno,Regular
557,EQ-00557,SN-0557-44434147,Holter,Monitoreo,Philips,PH-377,II,Baja,2014-02-20,4361000.0,7,Propio,,False,Externo,Bueno
558,EQ-00558,SN-0558-12244716,Monitor multiparámetro,Monitoreo,GE HealthCare,GE-671,III,Alta,2018-11-23,3997000.0,13,Propio,2020-04-14,True,Contrato,Bueno
559,EQ-00559,SN-0559-41772197,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-464,II,Media,2024-07-29,96000.0,7,Propio,,True,Contrato,Bueno
560,EQ-00560,SN-0560-25490323,Cuna radiante,Neonatología,Fanem,FA-274,II,Media,2015-11-03,8403000.0,9,Propio,,True,Interno,Bueno
561,EQ-00561,SN-0561-51501627,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-149,I,Baja,2014-09-15,4074000.0,8,Propio,2017-01-18,True,Interno,Bueno
562,EQ-00562,SN-0562-52473242,Monitor multiparámetro,Monitoreo,Spacelabs,SP-672,III,Media,2016-05-17,4803000.0,7,Propio,2019-02-08,True,Externo,Bueno
563,EQ-00563,SN-0563-12439587,Monitor signos vitales,Monitoreo,Nonin,NO-227,II,Media,2022-11-26,1568000.0,8,Arriendo,2023-11-26,True,Interno,Bueno
564,EQ-00564,SN-0564-19755087,Balanza clínica,Apoyo a diagnóstico,Detecto,DE-756,I,Media,2010-02-28,882000.0,12,Arriendo,,True,Interno,Bueno
565,EQ-00565,SN-0565-43294289,Selladora térmica,Esterilización,Matachana,MA-703,I,Alta,2023-11-13,1785000.0,8,Propio,2025-02-18,False,Interno,Bueno
566,EQ-00566,SN-0566-25996616,Esfigmomanómetro,Apoyo a diagnóstico,Riester,RI-188,II,Baja,2018-10-23,153000.0,9,Propio,2019-11-14,True,Interno,Bueno
567,EQ-00567,SN-0567-57860523,Centrífuga,Laboratorio,Beckman Coulter,BE-703,I,Media,2024-06-15,3148000.0,12,Propio,,True,Contrato,Bueno
568,EQ-00568,SN-0568-54759358,Oxímetro central,Monitoreo,Nonin,NO-489,III,Media,2015-07-03,2268000.0,13,Propio,2017-01-06,False,Interno,Bueno
569,EQ-00569,SN-0569-43677031,Bomba de infusión,Soporte vital,BD/CareFusion,BD-218,III,Alta,2018-02-08,1799000.0,7,Propio,2020-08-07,True,Contrato,Bueno
570,EQ-00570,SN-0570-83224324,Bomba de infusión,Soporte vital,B. Braun,BB-535,III,Alta,2018-02-11,1854000.0,8,Propio,,True,Externo,Bueno
571,EQ-00571,SN-0571-87132362,Espirómetro,Apoyo a diagnóstico,ndd,ND-327,II,Baja,2017-03-11,1319000.0,14,Comodato,2018-11-26,False,Contrato,Bueno
572,EQ-00572,SN-0572-72396978,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-769,II,Baja,2018-05-16,228000.0,14,Propio,,True,Interno,Regular
573,EQ-00573,SN-0573-37260872,Máquina de anestesia,Soporte vital,Dräger,DR-200,III,Alta,2025-08-17,60423000.0,8,Propio,,True,Interno,Bueno
574,EQ-00574,SN-0574-33524886,Fototerapia,Neonatología,GE HealthCare/Ohmeda,GE-762,II,Alta,2010-10-04,4529000.0,12,Comodato,2012-12-06,True,Interno,Bueno
575,EQ-00575,SN-0575-88240698,Oftalmoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-679,I,Media,2015-05-14,512000.0,9,Propio,,False,Interno,Bueno
576,EQ-00576,SN-0576-59354551,Monitor multiparámetro,Monitoreo,Dräger,DR-664,III,Baja,2017-03-22,5995000.0,15,Propio,2018-08-07,True,Contrato,Bueno
577,EQ-00577,SN-0577-38336437,Bomba de infusión,Soporte vital,B. Braun,BB-750,III,Media,2019-03-25,1098000.0,13,Propio,,False,Interno,Bueno
578,EQ-00578,SN-0578-40626415,Electrocardiógrafo,Monitoreo,Edan,ED-509,II,Alta,2011-12-18,3597000.0,13,Propio,,True,Contrato,Bueno
579,EQ-00579,SN-0579-12493840,Desfibrilador,Soporte vital,Mindray,MI-290,III,Media,2010-10-21,4779000.0,10,Comodato,2013-08-11,True,Interno,Bueno
580,EQ-00580,SN-0580-89015007,Glucómetro,Apoyo a diagnóstico,Roche/Accu-Chek,RO-394,II,Media,2015-03-05,54000.0,12,Propio,2017-05-26,True,Contrato,Bueno
581,EQ-00581,SN-0581-51618346,Bomba de infusión,Soporte vital,Mindray,MI-342,III,Alta,2013-10-26,1781000.0,8,Propio,2016-02-08,True,Interno,Regular
582,EQ-00582,SN-0582-65078529,Camilla de fisioterapia,Rehabilitación,Enraf-Nonius,EN-571,I,Baja,2025-07-02,1471000.0,14,Propio,,True,Contrato,Regular
583,EQ-00583,SN-0583-30068579,Analizador bioquímico,Laboratorio,Roche,RO-634,II,Media,2020-05-07,21943000.0,7,Propio,,False,Interno,Bueno
584,EQ-00584,SN-0584-26911169,Oftalmoscopio,Apoyo a diagnóstico,Riester,RI-465,I,Alta,2025-04-12,582000.0,10,Propio,,False,Interno,Bueno
585,EQ-00585,SN-0585-79780916,Glucómetro,Apoyo a diagnóstico,Roche/Accu-Chek,RO-101,II,Media,2022-03-23,61000.0,15,Propio,,True,Contrato,Bueno
586,EQ-00586,SN-0586-13020335,Termómetro clínico,Apoyo a diagnóstico,Braun,BR-609,II,Media,2018-09-21,137000.0,11,Propio,2021-08-22,False,Interno,Bueno
587,EQ-00587,SN-0587-79141352,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-355,II,Baja,2017-05-31,81000.0,14,Comodato,2019-02-09,True,Contrato,Bueno
588,EQ-00588,SN-0588-34835675,Ventilador mecánico,Soporte vital,Mindray,MI-116,III,Alta,2011-10-06,34694000.0,10,Propio,,True,Interno,Bueno
589,EQ-00589,SN-0589-21856786,Desfibrilador,Soporte vital,ZOLL,ZO-920,III,Alta,2013-06-11,5325000.0,12,Propio,,True,Externo,Bueno
590,EQ-00590,SN-0590-46442927,Refrigerador clínico,Laboratorio,Thermo Fisher Scientific,TH-671,I,Baja,2025-08-09,5279000.0,10,Propio,,True,Externo,Bueno
591,EQ-00591,SN-0591-78596787,Bomba PCA,Soporte vital,Fresenius Kabi,FR-561,III,Alta,2021-09-16,3398000.0,13,Propio,2024-05-04,True,Interno,Bueno
592,EQ-00592,SN-0592-97825281,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-418,I,Baja,2012-04-24,5346000.0,11,Propio,,True,Contrato,Bueno
593,EQ-00593,SN-0593-26929720,Carro de transporte estéril,Esterilización,Getinge,GE-202,I,Alta,2022-11-26,2286000.0,12,Arriendo,2024-05-06,True,Interno,Bueno
594,EQ-00594,SN-0594-17249769,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-678,I,Media,2012-07-17,1054000.0,13,Propio,2015-05-18,True,Contrato,Bueno
595,EQ-00595,SN-0595-63330765,Balanza clínica,Apoyo a diagnóstico,Tanita,TA-137,I,Media,2019-11-10,1327000.0,12,Comodato,,False,Interno,Bueno
596,EQ-00596,SN-0596-88511160,Bomba de infusión,Soporte vital,BD/CareFusion,BD-177,III,Alta,2013-03-31,2178000.0,7,Propio,2014-08-02,True,Contrato,Bueno
597,EQ-00597,SN-0597-95544646,Sillón dental,Odontología,KaVo,KA-267,I,Alta,2020-02-11,9029000.0,9,Propio,,True,Contrato,Bueno
598,EQ-00598,SN-0598-55960267,Termómetro clínico,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-991,II,Media,2024-11-10,121000.0,6,Propio,2027-04-12,False,Externo,Malo
599,EQ-00599,SN-0599-87478806,Monitor signos vitales,Monitoreo,Mindray,MI-256,II,Media,2023-01-15,1538000.0,10,Propio,2025-09-29,True,Contrato,Bueno
600,EQ-00600,SN-0600-45976672,Monitor signos vitales,Monitoreo,GE HealthCare,GE-156,II,Baja,2022-11-07,1150000.0,10,Comodato,2025-02-02,False,Externo,Bueno
601,EQ-00601,SN-0601-50267728,Monitor multiparámetro,Monitoreo,Bionet,BI-803,III,Media,2019-11-16,5016000.0,13,Propio,2020-12-21,True,Externo,Bueno
602,EQ-00602,SN-0602-18390288,Glucómetro,Apoyo a diagnóstico,Abbott,AB-424,II,Media,2016-11-03,62000.0,10,Propio,2018-04-19,False,Externo,Bueno
603,EQ-00603,SN-0603-53816454,Ventilador mecánico,Soporte vital,Mindray,MI-755,III,Alta,2024-08-14,31128000.0,10,Comodato,2026-01-16,False,Interno,Bueno
604,EQ-00604,SN-0604-64726708,Carro de transporte estéril,Esterilización,Steelco,ST-966,I,Alta,2020-07-09,1565000.0,12,Propio,,True,Interno,Bueno
605,EQ-00605,SN-0605-45750877,Glucómetro,Apoyo a diagnóstico,Abbott,AB-204,II,Baja,2010-10-17,38000.0,11,Propio,,True,Externo,Bueno
606,EQ-00606,SN-0606-42083719,Camilla de fisioterapia,Rehabilitación,Chattanooga,CH-978,I,Baja,2021-05-17,1705000.0,14,Propio,,True,Interno,Bueno
607,EQ-00607,SN-0607-84010328,Esfigmomanómetro,Apoyo a diagnóstico,Gima,GI-183,II,Media,2016-10-26,146000.0,6,Propio,,False,Interno,Bueno
608,EQ-00608,SN-0608-43131297,Ventilador mecánico,Soporte vital,GE HealthCare,GE-712,III,Media,2019-10-16,28112000.0,12,Propio,,True,Contrato,Bueno
609,EQ-00609,SN-0609-65913988,Esfigmomanómetro,Apoyo a diagnóstico,Microlife,MI-767,II,Baja,2017-02-23,286000.0,13,Propio,2018-10-20,False,Interno,Bueno
610,EQ-00610,SN-0610-64988502,Oftalmoscopio,Apoyo a diagnóstico,Gima,GI-536,I,Media,2010-06-05,202000.0,9,Propio,,True,Interno,Bueno
611,EQ-00611,SN-0611-19102734,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-105,II,Media,2016-08-06,124000.0,12,Propio,2018-07-21,False,Externo,Bueno
612,EQ-00612,SN-0612-46868091,Tonómetro,Oftalmología,Nidek,NI-209,II,Media,2015-05-11,6187000.0,13,Propio,2017-10-31,True,Interno,Bueno
613,EQ-00613,SN-0613-98770829,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-537,I,Baja,2019-04-04,4796000.0,13,Propio,,True,Interno,Bueno
614,EQ-00614,SN-0614-72466088,Fototerapia,Neonatología,Atom Medical,AT-717,II,Alta,2025-08-02,4002000.0,10,Propio,,True,Externo,Regular
615,EQ-00615,SN-0615-78720045,Balanza clínica,Apoyo a diagnóstico,Gima,GI-271,I,Media,2015-02-20,1009000.0,12,Propio,2016-09-02,True,Contrato,Bueno
616,EQ-00616,SN-0616-40894643,Monitor multiparámetro,Monitoreo,Mindray,MI-135,III,Alta,2014-05-16,5525000.0,13,Propio,,True,Interno,Bueno
617,EQ-00617,SN-0617-40706308,Rayos X portátil,Imagenología,GE HealthCare,GE-956,II,Media,2010-01-30,50279000.0,8,Propio,2012-01-08,True,Interno,Bueno
618,EQ-00618,SN-0618-66247191,Monitor multiparámetro,Monitoreo,Dräger,DR-499,III,Baja,2010-04-08,3817000.0,8,Propio,,True,Externo,Bueno
619,EQ-00619,SN-0619-15749127,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-305,III,Media,2022-10-11,1776000.0,10,Comodato,2024-07-11,True,Interno,Bueno
620,EQ-00620,SN-0620-85121114,Electrocardiógrafo,Monitoreo,Mindray,MI-944,II,Media,2018-04-13,3623000.0,10,Propio,2020-11-15,False,Interno,Baja
621,EQ-00621,SN-0621-49217113,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-912,I,Baja,2020-11-29,4592000.0,12,Propio,,True,Externo,Regular
622,EQ-00622,SN-0622-77913393,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-837,I,Media,2020-01-27,5204000.0,14,Propio,2021-10-06,True,Externo,Bueno
623,EQ-00623,SN-0623-90065740,Otoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-740,I,Media,2017-04-26,457000.0,13,Arriendo,,True,Externo,Bueno
624,EQ-00624,SN-0624-78808706,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-887,I,Baja,2025-09-08,4442000.0,7,Arriendo,,False,Interno,Bueno
625,EQ-00625,SN-0625-44015956,Otoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-796,I,Media,2018-04-21,691000.0,14,Propio,2020-06-28,False,Interno,Regular
626,EQ-00626,SN-0626-76090058,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-399,I,Media,2021-02-25,5561000.0,13,Propio,,False,Externo,Bueno
627,EQ-00627,SN-0627-35168354,Bomba PCA,Soporte vital,Fresenius Kabi,FR-810,III,Alta,2019-07-06,1852000.0,11,Comodato,,True,Externo,Bueno
628,EQ-00628,SN-0628-14005547,Balanza clínica,Apoyo a diagnóstico,SECA,SE-701,I,Baja,2022-01-01,533000.0,12,Propio,,True,Interno,Bueno
629,EQ-00629,SN-0629-52565287,Electrocardiógrafo,Monitoreo,Nihon Kohden,NI-101,II,Alta,2021-06-25,1941000.0,10,Propio,2023-04-29,False,Interno,Regular
630,EQ-00630,SN-0630-44492303,Doppler fetal,Apoyo a diagnóstico,Huntleigh,HU-458,II,Media,2023-08-09,919000.0,8,Arriendo,,True,Interno,Bueno
631,EQ-00631,SN-0631-65833726,Lensómetro,Oftalmología,Reichert,RE-295,I,Media,2010-07-14,3850000.0,8,Propio,2012-01-17,True,Contrato,Bueno
632,EQ-00632,SN-0632-83356820,Monitor multiparámetro,Monitoreo,Edan,ED-704,III,Media,2021-05-08,3456000.0,11,Propio,2023-07-11,True,Externo,Bueno
633,EQ-00633,SN-0633-12898037,Esfigmomanómetro,Apoyo a diagnóstico,Gima,GI-978,II,Media,2022-08-20,157000.0,13,Propio,2024-11-26,True,Interno,Bueno
634,EQ-00634,SN-0634-97681804,Glucómetro,Apoyo a diagnóstico,Abbott,AB-640,II,Baja,2025-02-13,38000.0,10,Propio,,True,Contrato,Bueno
635,EQ-00635,SN-0635-31491418,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-690,II,Baja,2012-04-20,58000.0,15,Comodato,,True,Interno,Bueno
636,EQ-00636,SN-0636-14907454,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-213,II,Baja,2016-12-08,163000.0,10,Propio,2018-06-11,True,Externo,Bueno
637,EQ-00637,SN-0637-39813513,Tomógrafo CT,Imagenología,GE HealthCare,GE-893,II,Alta,2010-05-02,787592000.0,13,Propio,2013-01-16,True,Interno,Bueno
638,EQ-00638,SN-0638-55673889,Otoscopio,Apoyo a diagnóstico,HEINE,HE-217,I,Baja,2025-09-27,277000.0,8,Propio,,False,Interno,Regular
639,EQ-00639,SN-0639-63139644,Esfigmomanómetro,Apoyo a diagnóstico,Microlife,MI-869,II,Baja,2010-09-03,266000.0,9,Propio,,False,Contrato,Bueno
640,EQ-00640,SN-0640-27937626,Glucómetro,Apoyo a diagnóstico,Abbott,AB-342,II,Baja,2018-03-17,52000.0,12,Propio,2020-09-12,False,Contrato,Bueno
641,EQ-00641,SN-0641-80039355,Tomógrafo CT,Imagenología,Siemens Healthineers,SI-662,II,Alta,2018-08-21,537238000.0,6,Propio,,True,Externo,Bueno
642,EQ-00642,SN-0642-41055269,Bomba de infusión,Soporte vital,Baxter,BA-579,III,Alta,2026-03-22,1957000.0,10,Propio,2028-12-09,False,Contrato,Bueno
643,EQ-00643,SN-0643-64833552,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-274,II,Baja,2024-08-08,97000.0,9,Propio,2025-10-19,True,Interno,Bueno
644,EQ-00644,SN-0644-10308921,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-741,II,Media,2021-05-22,110000.0,12,Propio,2023-05-09,False,Contrato,Bueno
645,EQ-00645,SN-0645-47129186,Esfigmomanómetro,Apoyo a diagnóstico,Riester,RI-579,II,Alta,2017-07-05,224000.0,12,Propio,2020-02-22,False,Externo,Bueno
646,EQ-00646,SN-0646-99643790,Oxímetro central,Monitoreo,Philips,PH-196,III,Media,2022-10-19,2398000.0,14,Propio,,True,Interno,Bueno
647,EQ-00647,SN-0647-74137367,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-743,I,Baja,2011-07-01,683000.0,10,Propio,,True,Contrato,Bueno
648,EQ-00648,SN-0648-41738650,Microscopio,Laboratorio,Zeiss,ZE-797,I,Media,2013-11-25,2834000.0,8,Propio,2015-11-01,False,Interno,Bueno
649,EQ-00649,SN-0649-53044995,Bomba PCA,Soporte vital,Fresenius Kabi,FR-194,III,Alta,2018-08-11,2399000.0,10,Propio,2020-06-20,True,Contrato,Bueno
650,EQ-00650,SN-0650-78768466,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-979,III,Alta,2019-02-16,1480000.0,12,Propio,2021-07-18,True,Interno,Bueno
651,EQ-00651,SN-0651-38966625,Analizador bioquímico,Laboratorio,Mindray,MI-149,II,Media,2020-11-17,49340000.0,13,Comodato,,False,Interno,Bueno
652,EQ-00652,SN-0652-30717796,Glucómetro,Apoyo a diagnóstico,Abbott,AB-120,II,Baja,2015-03-29,57000.0,11,Propio,,False,Interno,Bueno
653,EQ-00653,SN-0653-96405783,Analizador bioquímico,Laboratorio,Beckman Coulter,BE-601,II,Media,2024-01-22,27506000.0,12,Propio,,True,Contrato,Bueno
654,EQ-00654,SN-0654-35884472,Balanza clínica,Apoyo a diagnóstico,SECA,SE-963,I,Baja,2020-10-25,1086000.0,12,Comodato,2022-04-29,False,Externo,Bueno
655,EQ-00655,SN-0655-49756822,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-862,II,Alta,2015-12-26,1987000.0,15,Propio,2018-10-18,True,Interno,Bueno
656,EQ-00656,SN-0656-46856940,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-333,II,Baja,2021-01-08,53000.0,13,Propio,2022-12-29,True,Externo,Regular
657,EQ-00657,SN-0657-13049653,Centrífuga,Laboratorio,Hettich,HE-573,I,Alta,2022-04-03,1701000.0,15,Propio,2023-05-08,True,Externo,Malo
658,EQ-00658,SN-0658-75917610,Incubadora,Neonatología,Fanem,FA-591,III,Media,2012-12-16,8067000.0,13,Propio,2015-05-27,False,Externo,Bueno
659,EQ-00659,SN-0659-10414097,Desfibrilador,Soporte vital,ZOLL,ZO-172,III,Alta,2012-03-23,6059000.0,12,Comodato,,True,Interno,Bueno
660,EQ-00660,SN-0660-82802384,Microscopio,Laboratorio,Olympus/Evident,OL-739,I,Media,2025-07-08,3925000.0,5,Propio,,True,Contrato,Bueno
661,EQ-00661,SN-0661-62300474,Glucómetro,Apoyo a diagnóstico,Abbott,AB-445,II,Baja,2026-02-12,49000.0,12,Propio,,True,Externo,Bueno
662,EQ-00662,SN-0662-15662619,Monitor signos vitales,Monitoreo,Bionet,BI-467,II,Media,2010-08-10,1166000.0,12,Propio,,False,Contrato,Bueno
663,EQ-00663,SN-0663-58997401,Incubadora,Neonatología,Medix,ME-291,III,Media,2022-02-18,15981000.0,8,Propio,2025-01-10,False,Contrato,Bueno
664,EQ-00664,SN-0664-76481487,Desfibrilador,Soporte vital,Philips,PH-657,III,Alta,2024-12-24,5310000.0,12,Propio,2027-10-25,False,Interno,Regular
665,EQ-00665,SN-0665-19048146,Balanza clínica,Apoyo a diagnóstico,Gima,GI-143,I,Alta,2019-11-29,1293000.0,11,Propio,,False,Interno,Bueno
666,EQ-00666,SN-0666-20099324,Monitor multiparámetro,Monitoreo,Spacelabs,SP-334,III,Media,2010-06-22,5096000.0,11,Propio,2012-04-14,True,Interno,Bueno
667,EQ-00667,SN-0667-71912041,Monitor multiparámetro,Monitoreo,GE HealthCare,GE-221,III,Media,2015-03-16,3452000.0,10,Propio,2017-09-10,True,Interno,Bueno
668,EQ-00668,SN-0668-72360556,Esfigmomanómetro,Apoyo a diagnóstico,A&D Medical,AD-677,II,Media,2021-01-03,172000.0,12,Propio,2022-07-29,False,Externo,Bueno
669,EQ-00669,SN-0669-92362165,Esfigmomanómetro,Apoyo a diagnóstico,Omron,OM-797,II,Media,2025-11-08,248000.0,11,Comodato,2028-09-16,False,Contrato,Regular
670,EQ-00670,SN-0670-11070990,Bomba de infusión,Soporte vital,ICU Medical,IC-562,III,Alta,2011-05-01,1823000.0,9,Propio,2013-02-17,False,Externo,Bueno
671,EQ-00671,SN-0671-42490819,Centrífuga,Laboratorio,Thermo Fisher Scientific,TH-678,I,Alta,2012-04-20,2312000.0,7,Propio,,False,Interno,Bueno
672,EQ-00672,SN-0672-41826810,Glucómetro,Apoyo a diagnóstico,Gima,GI-474,II,Baja,2010-10-31,52000.0,15,Arriendo,,True,Contrato,Bueno
673,EQ-00673,SN-0673-54897540,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-585,II,Alta,2012-12-23,1652000.0,13,Propio,2013-12-29,True,Contrato,Bueno
674,EQ-00674,SN-0674-35801933,Glucómetro,Apoyo a diagnóstico,Gima,GI-970,II,Media,2015-05-29,70000.0,10,Propio,,True,Contrato,Bueno
675,EQ-00675,SN-0675-75377692,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-994,II,Baja,2016-12-04,145000.0,7,Propio,,False,Interno,Bueno
676,EQ-00676,SN-0676-58455094,Bomba PCA,Soporte vital,Fresenius Kabi,FR-577,III,Alta,2021-03-24,2161000.0,15,Propio,,True,Contrato,Bueno
677,EQ-00677,SN-0677-43489476,Monitor signos vitales,Monitoreo,Edan,ED-788,II,Alta,2013-05-04,1156000.0,14,Propio,2016-03-22,True,Externo,Bueno
678,EQ-00678,SN-0678-91495868,Oftalmoscopio,Apoyo a diagnóstico,Gima,GI-802,I,Baja,2024-07-05,214000.0,14,Propio,2027-04-21,True,Externo,Bueno
679,EQ-00679,SN-0679-98768736,Esfigmomanómetro,Apoyo a diagnóstico,Riester,RI-482,II,Baja,2020-10-31,143000.0,13,Propio,2023-04-12,False,Externo,Bueno
680,EQ-00680,SN-0680-15212637,Bomba de infusión,Soporte vital,BD/CareFusion,BD-689,III,Alta,2026-04-08,1730000.0,13,Arriendo,,True,Contrato,Bueno
681,EQ-00681,SN-0681-42093133,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-453,II,Baja,2017-10-14,218000.0,13,Propio,2019-03-16,True,Interno,Bueno
682,EQ-00682,SN-0682-29319862,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-901,III,Media,2012-11-10,995000.0,14,Propio,2013-12-27,True,Interno,Bueno
683,EQ-00683,SN-0683-40089823,Esfigmomanómetro,Apoyo a diagnóstico,A&D Medical,AD-365,II,Baja,2013-08-28,261000.0,9,Propio,2015-06-01,True,Contrato,Bueno
684,EQ-00684,SN-0684-39524848,Ventilador mecánico,Soporte vital,Mindray,MI-187,III,Alta,2019-12-24,34393000.0,13,Propio,2022-10-02,True,Externo,Bueno
685,EQ-00685,SN-0685-31301722,Oftalmoscopio,Apoyo a diagnóstico,HEINE,HE-989,I,Alta,2026-02-14,824000.0,10,Comodato,2027-11-20,False,Contrato,Bueno
686,EQ-00686,SN-0686-59834215,Desfibrilador,Soporte vital,Mindray,MI-447,III,Alta,2022-01-06,4263000.0,11,Propio,,True,Contrato,Bueno
687,EQ-00687,SN-0687-61758609,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-342,II,Media,2010-05-25,92000.0,7,Propio,,True,Interno,Bueno
688,EQ-00688,SN-0688-93143217,Bomba de infusión,Soporte vital,BD/CareFusion,BD-127,III,Alta,2016-05-31,1691000.0,14,Propio,,True,Contrato,Bueno
689,EQ-00689,SN-0689-63834630,Sillón dental,Odontología,Morita,MO-687,I,Baja,2011-05-28,10381000.0,15,Propio,2013-04-30,True,Interno,Bueno
690,EQ-00690,SN-0690-59442243,Monitor multiparámetro,Monitoreo,Philips,PH-203,III,Alta,2023-03-08,4229000.0,9,Propio,,False,Interno,Bueno
691,EQ-00691,SN-0691-85811469,Carro de transporte estéril,Esterilización,CISA Group,CI-922,I,Media,2024-10-29,1903000.0,8,Propio,,True,Externo,Bueno
692,EQ-00692,SN-0692-56418509,Oftalmoscopio,Apoyo a diagnóstico,Riester,RI-845,I,Media,2019-03-27,631000.0,13,Propio,2021-03-15,True,Interno,Bueno
693,EQ-00693,SN-0693-27685254,Analizador hematológico,Laboratorio,Horiba,HO-473,II,Baja,2026-03-11,12045000.0,10,Propio,2028-10-12,False,Interno,Bueno
694,EQ-00694,SN-0694-13776444,Holter,Monitoreo,Spacelabs,SP-563,II,Alta,2020-11-19,2731000.0,13,Propio,,False,Interno,Bueno
695,EQ-00695,SN-0695-63581159,Esfigmomanómetro,Apoyo a diagnóstico,Omron,OM-146,II,Baja,2014-02-15,236000.0,10,Propio,2015-10-17,False,Interno,Bueno
696,EQ-00696,SN-0696-20433017,Otoscopio,Apoyo a diagnóstico,Gima,GI-133,I,Baja,2016-08-23,458000.0,11,Propio,,True,Contrato,Bueno
